country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
434,Libya,2019,Total,75 to 84 years,RATE_PER_100000,5.63,,
434,Libya,2019,Total,85 plus years,RATE_PER_100000,10.66,,
662,Saint Lucia,2019,Female,30 to 49 years,RATE_PER_100000,2.14,,
662,Saint Lucia,2019,Female,65 to 74 years,RATE_PER_100000,2.67,,
662,Saint Lucia,2019,Male,15 to 19 years,RATE_PER_100000,3.82,,
662,Saint Lucia,2019,Male,25 to 34 years,RATE_PER_100000,13.91,,
434,Libya,2019,Female,15 to 29 years,RATE_PER_100000,3.24,,
434,Libya,2019,Female,85 plus years,RATE_PER_100000,5.65,,
434,Libya,2019,Male,25 to 34 years,RATE_PER_100000,9.21,,
434,Libya,2019,Male,65 to 74 years,RATE_PER_100000,7.62,,
662,Saint Lucia,2019,Male,35 to 44 years,RATE_PER_100000,18.72,,
662,Saint Lucia,2019,Male,45 to 54 years,RATE_PER_100000,17.63,,
144,Sri Lanka,2019,Total,15 to 19 years,RATE_PER_100000,11.63,,
144,Sri Lanka,2019,Total,15 to 29 years,RATE_PER_100000,13.91,,
662,Saint Lucia,2019,Male,55 to 64 years,RATE_PER_100000,20.55,,
144,Sri Lanka,2019,Total,30 to 49 years,RATE_PER_100000,13.37,,
144,Sri Lanka,2019,Female,15 to 19 years,RATE_PER_100000,11.33,,
144,Sri Lanka,2019,Female,15 to 24 years,RATE_PER_100000,12.45,,
434,Libya,2019,Male,75 to 84 years,RATE_PER_100000,8.62,,
662,Saint Lucia,2019,Total,15 to 19 years,RATE_PER_100000,2.38,,
662,Saint Lucia,2019,Total,25 to 34 years,RATE_PER_100000,7.76,,
662,Saint Lucia,2019,Total,75 to 84 years,RATE_PER_100000,20.68,,
144,Sri Lanka,2019,Female,55 to 64 years,RATE_PER_100000,5.34,,
144,Sri Lanka,2019,Male,25 to 34 years,RATE_PER_100000,18.91,,
144,Sri Lanka,2019,Male,35 to 44 years,RATE_PER_100000,21.11,,
144,Sri Lanka,2019,Male,45 to 54 years,RATE_PER_100000,29.65,,
144,Sri Lanka,2019,Total,35 to 44 years,RATE_PER_100000,13.18,,
144,Sri Lanka,2019,Total,55 to 64 years,RATE_PER_100000,21.93,,
144,Sri Lanka,2019,Total,75 to 84 years,RATE_PER_100000,38.87,,
144,Sri Lanka,2019,Female,65 to 74 years,RATE_PER_100000,9.38,,
662,Saint Lucia,2019,Female,15 to 24 years,RATE_PER_100000,1.32,,
662,Saint Lucia,2019,Female,35 to 44 years,RATE_PER_100000,2.17,,
662,Saint Lucia,2019,Female,Total years,RATE_PER_100000,1.67,1.17,2.34
662,Saint Lucia,2019,Male,15 to 24 years,RATE_PER_100000,8.34,,
144,Sri Lanka,2019,Female,85 plus years,RATE_PER_100000,15.36,,
144,Sri Lanka,2019,Male,15 to 19 years,RATE_PER_100000,11.94,,
144,Sri Lanka,2019,Male,30 to 49 years,RATE_PER_100000,21.35,,
144,Sri Lanka,2019,Male,75 to 84 years,RATE_PER_100000,81.06,,
662,Saint Lucia,2019,Male,65 to 74 years,RATE_PER_100000,24.74,,
662,Saint Lucia,2019,Male,75 to 84 years,RATE_PER_100000,40.03,,
662,Saint Lucia,2019,Male,85 plus years,RATE_PER_100000,56.43,,
144,Sri Lanka,2019,Total,15 to 24 years,RATE_PER_100000,14.08,,
144,Sri Lanka,2019,Male,55 to 64 years,RATE_PER_100000,40.83,,
144,Sri Lanka,2019,Male,85 plus years,RATE_PER_100000,88.92,,
426,Lesotho,2019,Total,15 to 24 years,RATE_PER_100000,34.04,,
426,Lesotho,2019,Total,25 to 34 years,RATE_PER_100000,83.93,,
144,Sri Lanka,2019,Total,65 to 74 years,RATE_PER_100000,32.42,,
144,Sri Lanka,2019,Total,85 plus years,RATE_PER_100000,43.44,,
144,Sri Lanka,2019,Female,15 to 29 years,RATE_PER_100000,10.9,,
144,Sri Lanka,2019,Female,35 to 44 years,RATE_PER_100000,6.01,,
426,Lesotho,2019,Total,15 to 19 years,RATE_PER_100000,30.49,,
426,Lesotho,2019,Total,15 to 29 years,RATE_PER_100000,44.06,,
426,Lesotho,2019,Total,85 plus years,RATE_PER_100000,166.96,,
426,Lesotho,2019,Female,15 to 29 years,RATE_PER_100000,25.81,,
426,Lesotho,2019,Female,30 to 49 years,RATE_PER_100000,65.32,,
426,Lesotho,2019,Female,55 to 64 years,RATE_PER_100000,40.34,,
426,Lesotho,2019,Female,75 to 84 years,RATE_PER_100000,51.74,,
440,Lithuania,2019,Total,25 to 34 years,RATE_PER_100000,26.45,,
144,Sri Lanka,2019,Female,45 to 54 years,RATE_PER_100000,5.3,,
144,Sri Lanka,2019,Female,75 to 84 years,RATE_PER_100000,12.05,,
144,Sri Lanka,2019,Female,Total years,RATE_PER_100000,6.24,4.12,9.05
144,Sri Lanka,2019,Male,15 to 24 years,RATE_PER_100000,15.72,,
426,Lesotho,2019,Total,65 to 74 years,RATE_PER_100000,107.1,,
426,Lesotho,2019,Female,15 to 24 years,RATE_PER_100000,19.13,,
426,Lesotho,2019,Female,35 to 44 years,RATE_PER_100000,70.11,,
426,Lesotho,2019,Female,45 to 54 years,RATE_PER_100000,62.24,,
440,Lithuania,2019,Female,15 to 19 years,RATE_PER_100000,4.03,,
440,Lithuania,2019,Female,15 to 24 years,RATE_PER_100000,4.29,,
440,Lithuania,2019,Female,15 to 29 years,RATE_PER_100000,4.28,,
440,Lithuania,2019,Female,25 to 34 years,RATE_PER_100000,7.21,,
144,Sri Lanka,2019,Male,65 to 74 years,RATE_PER_100000,61.63,,
144,Sri Lanka,2019,Male,Total years,RATE_PER_100000,22.3334,14.219,37.2366
426,Lesotho,2019,Total,35 to 44 years,RATE_PER_100000,188.16,,
426,Lesotho,2019,Total,45 to 54 years,RATE_PER_100000,201.61,,
426,Lesotho,2019,Female,65 to 74 years,RATE_PER_100000,39.71,,
426,Lesotho,2019,Female,Total years,RATE_PER_100000,30.0928,11.7206,71.0314
440,Lithuania,2019,Total,15 to 24 years,RATE_PER_100000,13.19,,
440,Lithuania,2019,Total,15 to 29 years,RATE_PER_100000,16.84,,
440,Lithuania,2019,Female,65 to 74 years,RATE_PER_100000,14.84,,
440,Lithuania,2019,Male,15 to 29 years,RATE_PER_100000,28.54,,
440,Lithuania,2019,Male,30 to 49 years,RATE_PER_100000,50.61,,
440,Lithuania,2019,Male,75 to 84 years,RATE_PER_100000,72.64,,
440,Lithuania,2019,Male,Total years,RATE_PER_100000,45.4082,34.0062,59.245
442,Luxembourg,2019,Total,15 to 29 years,RATE_PER_100000,6.33,,
442,Luxembourg,2019,Total,85 plus years,RATE_PER_100000,20.04,,
442,Luxembourg,2019,Total,Total years,RATE_PER_100000,11.2655,8.45,14.7275
440,Lithuania,2019,Total,30 to 49 years,RATE_PER_100000,29.4,,
440,Lithuania,2019,Total,45 to 54 years,RATE_PER_100000,30.88,,
440,Lithuania,2019,Female,30 to 49 years,RATE_PER_100000,8.14,,
440,Lithuania,2019,Female,35 to 44 years,RATE_PER_100000,7.25,,
442,Luxembourg,2019,Female,30 to 49 years,RATE_PER_100000,6.4,,
442,Luxembourg,2019,Female,65 to 74 years,RATE_PER_100000,12.06,,
442,Luxembourg,2019,Female,75 to 84 years,RATE_PER_100000,14.8,,
442,Luxembourg,2019,Male,15 to 29 years,RATE_PER_100000,7.44,,
426,Lesotho,2019,Total,75 to 84 years,RATE_PER_100000,107.54,,
426,Lesotho,2019,Total,Total years,RATE_PER_100000,72.4357,27.634,137.0168
426,Lesotho,2019,Female,15 to 19 years,RATE_PER_100000,16.72,,
426,Lesotho,2019,Female,25 to 34 years,RATE_PER_100000,48.32,,
440,Lithuania,2019,Female,55 to 64 years,RATE_PER_100000,11.32,,
440,Lithuania,2019,Female,75 to 84 years,RATE_PER_100000,17.41,,
440,Lithuania,2019,Female,Total years,RATE_PER_100000,9.56,6.88,12.7652
440,Lithuania,2019,Male,15 to 19 years,RATE_PER_100000,18.93,,
442,Luxembourg,2019,Male,35 to 44 years,RATE_PER_100000,16.51,,
442,Luxembourg,2019,Male,45 to 54 years,RATE_PER_100000,18.24,,
442,Luxembourg,2019,Male,65 to 74 years,RATE_PER_100000,27.12,,
442,Luxembourg,2019,Male,85 plus years,RATE_PER_100000,49.58,,
426,Lesotho,2019,Male,30 to 49 years,RATE_PER_100000,257.75,,
426,Lesotho,2019,Male,35 to 44 years,RATE_PER_100000,294.09,,
426,Lesotho,2019,Male,55 to 64 years,RATE_PER_100000,254.71,,
426,Lesotho,2019,Male,75 to 84 years,RATE_PER_100000,228.66,,
442,Luxembourg,2019,Male,Total years,RATE_PER_100000,15.3435,11.6597,19.8805
428,Latvia,2019,Total,15 to 19 years,RATE_PER_100000,7.11,,
428,Latvia,2019,Total,15 to 24 years,RATE_PER_100000,10.01,,
428,Latvia,2019,Total,30 to 49 years,RATE_PER_100000,24.17,,
440,Lithuania,2019,Total,65 to 74 years,RATE_PER_100000,38.45,,
440,Lithuania,2019,Total,85 plus years,RATE_PER_100000,32.03,,
440,Lithuania,2019,Female,45 to 54 years,RATE_PER_100000,9.46,,
440,Lithuania,2019,Male,35 to 44 years,RATE_PER_100000,52.52,,
440,Lithuania,2019,Male,45 to 54 years,RATE_PER_100000,54.29,,
440,Lithuania,2019,Male,65 to 74 years,RATE_PER_100000,76.86,,
442,Luxembourg,2019,Total,45 to 54 years,RATE_PER_100000,13.8,,
442,Luxembourg,2019,Total,55 to 64 years,RATE_PER_100000,19.61,,
442,Luxembourg,2019,Total,65 to 74 years,RATE_PER_100000,19.49,,
442,Luxembourg,2019,Total,75 to 84 years,RATE_PER_100000,24.62,,
442,Luxembourg,2019,Female,15 to 19 years,RATE_PER_100000,6.8,,
442,Luxembourg,2019,Female,15 to 24 years,RATE_PER_100000,4.41,,
442,Luxembourg,2019,Female,35 to 44 years,RATE_PER_100000,7.03,,
442,Luxembourg,2019,Female,45 to 54 years,RATE_PER_100000,8.87,,
442,Luxembourg,2019,Female,55 to 64 years,RATE_PER_100000,9.58,,
442,Luxembourg,2019,Male,25 to 34 years,RATE_PER_100000,9.1,,
428,Latvia,2019,Total,85 plus years,RATE_PER_100000,25.59,,
428,Latvia,2019,Total,Total years,RATE_PER_100000,20.1248,14.0517,27.8051
428,Latvia,2019,Female,15 to 19 years,RATE_PER_100000,1.69,,
428,Latvia,2019,Female,25 to 34 years,RATE_PER_100000,7.1,,
428,Latvia,2019,Female,30 to 49 years,RATE_PER_100000,5.67,,
428,Latvia,2019,Female,35 to 44 years,RATE_PER_100000,5.94,,
428,Latvia,2019,Male,35 to 44 years,RATE_PER_100000,43.01,,
428,Latvia,2019,Male,45 to 54 years,RATE_PER_100000,53.52,,
442,Luxembourg,2019,Male,30 to 49 years,RATE_PER_100000,14.1,,
442,Luxembourg,2019,Male,55 to 64 years,RATE_PER_100000,29.24,,
428,Latvia,2019,Total,25 to 34 years,RATE_PER_100000,22.22,,
428,Latvia,2019,Female,15 to 24 years,RATE_PER_100000,1.74,,
504,Morocco,2019,Total,15 to 24 years,RATE_PER_100000,7.99,,
504,Morocco,2019,Female,45 to 54 years,RATE_PER_100000,6.57,,
504,Morocco,2019,Female,85 plus years,RATE_PER_100000,11.68,,
504,Morocco,2019,Male,15 to 24 years,RATE_PER_100000,10.45,,
428,Latvia,2019,Female,45 to 54 years,RATE_PER_100000,6.15,,
428,Latvia,2019,Male,15 to 29 years,RATE_PER_100000,25.12,,
428,Latvia,2019,Male,25 to 34 years,RATE_PER_100000,36.57,,
428,Latvia,2019,Male,30 to 49 years,RATE_PER_100000,42.74,,
504,Morocco,2019,Male,55 to 64 years,RATE_PER_100000,16.08,,
504,Morocco,2019,Male,85 plus years,RATE_PER_100000,61.69,,
498,Republic of Moldova,2019,Total,75 to 84 years,RATE_PER_100000,15.3,,
498,Republic of Moldova,2019,Female,15 to 29 years,RATE_PER_100000,2.66,,
440,Lithuania,2019,Male,55 to 64 years,RATE_PER_100000,65.71,,
440,Lithuania,2019,Male,85 plus years,RATE_PER_100000,98.72,,
442,Luxembourg,2019,Total,25 to 34 years,RATE_PER_100000,6.44,,
442,Luxembourg,2019,Total,30 to 49 years,RATE_PER_100000,10.34,,
442,Luxembourg,2019,Total,35 to 44 years,RATE_PER_100000,11.87,,
442,Luxembourg,2019,Female,15 to 29 years,RATE_PER_100000,5.16,,
442,Luxembourg,2019,Female,25 to 34 years,RATE_PER_100000,3.69,,
442,Luxembourg,2019,Female,85 plus years,RATE_PER_100000,4.95,,
498,Republic of Moldova,2019,Female,30 to 49 years,RATE_PER_100000,3.81,,
498,Republic of Moldova,2019,Female,55 to 64 years,RATE_PER_100000,7.12,,
498,Republic of Moldova,2019,Female,Total years,RATE_PER_100000,4.12,2.99,15.6921
498,Republic of Moldova,2019,Male,30 to 49 years,RATE_PER_100000,29.19,,
498,Republic of Moldova,2019,Male,35 to 44 years,RATE_PER_100000,28.36,,
498,Republic of Moldova,2019,Male,Total years,RATE_PER_100000,26.1334,20.2748,33.419
450,Madagascar,2019,Total,45 to 54 years,RATE_PER_100000,13.49,,
450,Madagascar,2019,Total,75 to 84 years,RATE_PER_100000,48.38,,
428,Latvia,2019,Male,Total years,RATE_PER_100000,35.4627,25.0021,48.4905
504,Morocco,2019,Total,25 to 34 years,RATE_PER_100000,8.71,,
504,Morocco,2019,Total,35 to 44 years,RATE_PER_100000,10.93,,
504,Morocco,2019,Total,45 to 54 years,RATE_PER_100000,10.17,,
504,Morocco,2019,Total,65 to 74 years,RATE_PER_100000,11.87,,
504,Morocco,2019,Total,Total years,RATE_PER_100000,7.18,3.33,13.4492
504,Morocco,2019,Female,15 to 24 years,RATE_PER_100000,5.43,,
504,Morocco,2019,Female,15 to 29 years,RATE_PER_100000,5.65,,
504,Morocco,2019,Female,30 to 49 years,RATE_PER_100000,7.35,,
504,Morocco,2019,Female,75 to 84 years,RATE_PER_100000,5.16,,
504,Morocco,2019,Male,15 to 29 years,RATE_PER_100000,10.63,,
504,Morocco,2019,Male,65 to 74 years,RATE_PER_100000,18.24,,
498,Republic of Moldova,2019,Total,15 to 24 years,RATE_PER_100000,8.87,,
498,Republic of Moldova,2019,Total,15 to 29 years,RATE_PER_100000,9.9,,
498,Republic of Moldova,2019,Total,25 to 34 years,RATE_PER_100000,11.9,,
498,Republic of Moldova,2019,Total,45 to 54 years,RATE_PER_100000,24.08,,
498,Republic of Moldova,2019,Female,65 to 74 years,RATE_PER_100000,7.37,,
498,Republic of Moldova,2019,Male,15 to 24 years,RATE_PER_100000,14.98,,
498,Republic of Moldova,2019,Male,15 to 29 years,RATE_PER_100000,16.83,,
450,Madagascar,2019,Total,15 to 19 years,RATE_PER_100000,2.61,,
442,Luxembourg,2019,Male,15 to 19 years,RATE_PER_100000,3.54,,
442,Luxembourg,2019,Male,15 to 24 years,RATE_PER_100000,6.04,,
442,Luxembourg,2019,Male,75 to 84 years,RATE_PER_100000,37.25,,
428,Latvia,2019,Total,35 to 44 years,RATE_PER_100000,24.46,,
450,Madagascar,2019,Total,15 to 29 years,RATE_PER_100000,3.82,,
450,Madagascar,2019,Total,30 to 49 years,RATE_PER_100000,6.85,,
450,Madagascar,2019,Total,55 to 64 years,RATE_PER_100000,21.7,,
450,Madagascar,2019,Total,65 to 74 years,RATE_PER_100000,33.38,,
428,Latvia,2019,Total,45 to 54 years,RATE_PER_100000,28.85,,
428,Latvia,2019,Total,65 to 74 years,RATE_PER_100000,21.48,,
428,Latvia,2019,Female,15 to 29 years,RATE_PER_100000,4.22,,
428,Latvia,2019,Female,75 to 84 years,RATE_PER_100000,13.16,,
428,Latvia,2019,Female,85 plus years,RATE_PER_100000,10.53,,
428,Latvia,2019,Male,15 to 24 years,RATE_PER_100000,17.84,,
428,Latvia,2019,Male,55 to 64 years,RATE_PER_100000,51.2,,
428,Latvia,2019,Male,75 to 84 years,RATE_PER_100000,57.96,,
450,Madagascar,2019,Female,45 to 54 years,RATE_PER_100000,8.26,,
450,Madagascar,2019,Male,15 to 29 years,RATE_PER_100000,5.51,,
450,Madagascar,2019,Male,35 to 44 years,RATE_PER_100000,9.01,,
450,Madagascar,2019,Male,65 to 74 years,RATE_PER_100000,49.41,,
504,Morocco,2019,Total,15 to 19 years,RATE_PER_100000,6.75,,
504,Morocco,2019,Total,30 to 49 years,RATE_PER_100000,10.21,,
504,Morocco,2019,Total,55 to 64 years,RATE_PER_100000,10.76,,
504,Morocco,2019,Total,75 to 84 years,RATE_PER_100000,11.56,,
504,Morocco,2019,Female,15 to 19 years,RATE_PER_100000,4.62,,
504,Morocco,2019,Female,35 to 44 years,RATE_PER_100000,8.01,,
504,Morocco,2019,Female,65 to 74 years,RATE_PER_100000,5.56,,
504,Morocco,2019,Female,Total years,RATE_PER_100000,4.71,2.35,9.19
504,Morocco,2019,Male,15 to 19 years,RATE_PER_100000,8.79,,
504,Morocco,2019,Male,25 to 34 years,RATE_PER_100000,11.24,,
504,Morocco,2019,Male,75 to 84 years,RATE_PER_100000,20.16,,
498,Republic of Moldova,2019,Total,15 to 19 years,RATE_PER_100000,7.58,,
498,Republic of Moldova,2019,Total,30 to 49 years,RATE_PER_100000,16.49,,
498,Republic of Moldova,2019,Total,35 to 44 years,RATE_PER_100000,16.04,,
498,Republic of Moldova,2019,Total,65 to 74 years,RATE_PER_100000,17.36,,
498,Republic of Moldova,2019,Total,85 plus years,RATE_PER_100000,18.4,,
498,Republic of Moldova,2019,Female,15 to 19 years,RATE_PER_100000,3.57,,
498,Republic of Moldova,2019,Female,15 to 24 years,RATE_PER_100000,2.45,,
498,Republic of Moldova,2019,Female,45 to 54 years,RATE_PER_100000,4.93,,
498,Republic of Moldova,2019,Male,15 to 19 years,RATE_PER_100000,11.33,,
498,Republic of Moldova,2019,Male,45 to 54 years,RATE_PER_100000,45.25,,
498,Republic of Moldova,2019,Male,85 plus years,RATE_PER_100000,42.98,,
450,Madagascar,2019,Total,15 to 24 years,RATE_PER_100000,3.43,,
450,Madagascar,2019,Total,35 to 44 years,RATE_PER_100000,6.45,,
450,Madagascar,2019,Total,85 plus years,RATE_PER_100000,100.87,,
450,Madagascar,2019,Female,15 to 19 years,RATE_PER_100000,1.71,,
450,Madagascar,2019,Female,30 to 49 years,RATE_PER_100000,4.05,,
450,Madagascar,2019,Female,35 to 44 years,RATE_PER_100000,3.9,,
450,Madagascar,2019,Female,55 to 64 years,RATE_PER_100000,13.92,,
450,Madagascar,2019,Female,85 plus years,RATE_PER_100000,51.23,,
450,Madagascar,2019,Male,55 to 64 years,RATE_PER_100000,30.15,,
450,Madagascar,2019,Male,Total years,RATE_PER_100000,7.6,4.45,12.1815
426,Lesotho,2019,Total,30 to 49 years,RATE_PER_100000,165.17,,
426,Lesotho,2019,Total,55 to 64 years,RATE_PER_100000,130.92,,
426,Lesotho,2019,Female,85 plus years,RATE_PER_100000,76.58,,
426,Lesotho,2019,Male,15 to 19 years,RATE_PER_100000,44.23,,
426,Lesotho,2019,Male,15 to 24 years,RATE_PER_100000,48.8,,
426,Lesotho,2019,Male,15 to 29 years,RATE_PER_100000,62.03,,
426,Lesotho,2019,Male,25 to 34 years,RATE_PER_100000,117.8,,
426,Lesotho,2019,Male,45 to 54 years,RATE_PER_100000,354.38,,
426,Lesotho,2019,Male,65 to 74 years,RATE_PER_100000,210.64,,
426,Lesotho,2019,Male,85 plus years,RATE_PER_100000,600.74,,
426,Lesotho,2019,Male,Total years,RATE_PER_100000,115.9658,43.9935,204.852
440,Lithuania,2019,Total,15 to 19 years,RATE_PER_100000,11.71,,
440,Lithuania,2019,Total,35 to 44 years,RATE_PER_100000,29.97,,
440,Lithuania,2019,Total,55 to 64 years,RATE_PER_100000,35.57,,
440,Lithuania,2019,Total,75 to 84 years,RATE_PER_100000,35.64,,
440,Lithuania,2019,Total,Total years,RATE_PER_100000,26.1436,19.4289,34.2646
462,Maldives,2019,Total,55 to 64 years,RATE_PER_100000,3.15,,
462,Maldives,2019,Total,85 plus years,RATE_PER_100000,27.51,,
462,Maldives,2019,Female,15 to 29 years,RATE_PER_100000,1.34,,
462,Maldives,2019,Female,45 to 54 years,RATE_PER_100000,0.68,,
450,Madagascar,2019,Male,75 to 84 years,RATE_PER_100000,76.8,,
462,Maldives,2019,Total,35 to 44 years,RATE_PER_100000,2.02,,
462,Maldives,2019,Total,75 to 84 years,RATE_PER_100000,12.2,,
462,Maldives,2019,Female,75 to 84 years,RATE_PER_100000,2.62,,
440,Lithuania,2019,Female,85 plus years,RATE_PER_100000,12.86,,
440,Lithuania,2019,Male,15 to 24 years,RATE_PER_100000,21.57,,
440,Lithuania,2019,Male,25 to 34 years,RATE_PER_100000,44.19,,
442,Luxembourg,2019,Total,15 to 19 years,RATE_PER_100000,5.12,,
442,Luxembourg,2019,Total,15 to 24 years,RATE_PER_100000,5.25,,
442,Luxembourg,2019,Female,Total years,RATE_PER_100000,7.1,5.18,9.46
428,Latvia,2019,Total,15 to 29 years,RATE_PER_100000,14.97,,
428,Latvia,2019,Total,55 to 64 years,RATE_PER_100000,26.71,,
462,Maldives,2019,Female,55 to 64 years,RATE_PER_100000,1.08,,
462,Maldives,2019,Female,85 plus years,RATE_PER_100000,6.15,,
462,Maldives,2019,Male,15 to 24 years,RATE_PER_100000,4.2,,
484,Mexico,2019,Total,35 to 44 years,RATE_PER_100000,7.91,,
462,Maldives,2019,Male,45 to 54 years,RATE_PER_100000,3.44,,
462,Maldives,2019,Male,65 to 74 years,RATE_PER_100000,11.4,,
462,Maldives,2019,Male,75 to 84 years,RATE_PER_100000,21.18,,
462,Maldives,2019,Male,85 plus years,RATE_PER_100000,45.12,,
428,Latvia,2019,Total,75 to 84 years,RATE_PER_100000,26.93,,
428,Latvia,2019,Female,55 to 64 years,RATE_PER_100000,7.03,,
428,Latvia,2019,Female,65 to 74 years,RATE_PER_100000,8.35,,
428,Latvia,2019,Female,Total years,RATE_PER_100000,7.04,4.71,10.1527
428,Latvia,2019,Male,15 to 19 years,RATE_PER_100000,12.36,,
428,Latvia,2019,Male,65 to 74 years,RATE_PER_100000,42.95,,
428,Latvia,2019,Male,85 plus years,RATE_PER_100000,80.18,,
504,Morocco,2019,Total,15 to 29 years,RATE_PER_100000,8.18,,
504,Morocco,2019,Total,85 plus years,RATE_PER_100000,28.45,,
504,Morocco,2019,Female,25 to 34 years,RATE_PER_100000,6.19,,
504,Morocco,2019,Female,55 to 64 years,RATE_PER_100000,5.51,,
504,Morocco,2019,Male,30 to 49 years,RATE_PER_100000,13.33,,
504,Morocco,2019,Male,35 to 44 years,RATE_PER_100000,14.16,,
504,Morocco,2019,Male,45 to 54 years,RATE_PER_100000,14.18,,
504,Morocco,2019,Male,Total years,RATE_PER_100000,9.69,4.33,17.7765
498,Republic of Moldova,2019,Total,55 to 64 years,RATE_PER_100000,27.04,,
498,Republic of Moldova,2019,Total,Total years,RATE_PER_100000,14.6715,11.2734,24.1882
498,Republic of Moldova,2019,Female,25 to 34 years,RATE_PER_100000,2.83,,
498,Republic of Moldova,2019,Female,35 to 44 years,RATE_PER_100000,3.69,,
498,Republic of Moldova,2019,Female,75 to 84 years,RATE_PER_100000,6.87,,
484,Mexico,2019,Total,55 to 64 years,RATE_PER_100000,5.14,,
484,Mexico,2019,Female,85 plus years,RATE_PER_100000,3.47,,
484,Mexico,2019,Male,25 to 34 years,RATE_PER_100000,12.08,,
484,Mexico,2019,Male,75 to 84 years,RATE_PER_100000,14.33,,
498,Republic of Moldova,2019,Female,85 plus years,RATE_PER_100000,9.33,,
498,Republic of Moldova,2019,Male,25 to 34 years,RATE_PER_100000,20.67,,
498,Republic of Moldova,2019,Male,55 to 64 years,RATE_PER_100000,52.06,,
498,Republic of Moldova,2019,Male,65 to 74 years,RATE_PER_100000,32.09,,
484,Mexico,2019,Female,15 to 19 years,RATE_PER_100000,4.1,,
484,Mexico,2019,Female,15 to 24 years,RATE_PER_100000,3.96,,
484,Mexico,2019,Female,55 to 64 years,RATE_PER_100000,1.56,,
484,Mexico,2019,Male,15 to 19 years,RATE_PER_100000,9.06,,
498,Republic of Moldova,2019,Male,75 to 84 years,RATE_PER_100000,32.79,,
450,Madagascar,2019,Total,25 to 34 years,RATE_PER_100000,4.76,,
450,Madagascar,2019,Total,Total years,RATE_PER_100000,5.47,3.17,8.84
450,Madagascar,2019,Female,25 to 34 years,RATE_PER_100000,2.68,,
484,Mexico,2019,Male,15 to 29 years,RATE_PER_100000,10.72,,
484,Mexico,2019,Male,35 to 44 years,RATE_PER_100000,13.61,,
484,Mexico,2019,Male,55 to 64 years,RATE_PER_100000,9.2,,
484,Mexico,2019,Male,85 plus years,RATE_PER_100000,19.83,,
807,North Macedonia,2019,Total,15 to 19 years,RATE_PER_100000,3.35,,
807,North Macedonia,2019,Total,15 to 29 years,RATE_PER_100000,4.49,,
807,North Macedonia,2019,Total,35 to 44 years,RATE_PER_100000,6.76,,
807,North Macedonia,2019,Total,65 to 74 years,RATE_PER_100000,20.17,,
450,Madagascar,2019,Female,75 to 84 years,RATE_PER_100000,25.9,,
450,Madagascar,2019,Female,Total years,RATE_PER_100000,3.35,1.89,5.51
450,Madagascar,2019,Male,15 to 19 years,RATE_PER_100000,3.52,,
450,Madagascar,2019,Male,45 to 54 years,RATE_PER_100000,18.91,,
450,Madagascar,2019,Male,85 plus years,RATE_PER_100000,160.72,,
462,Maldives,2019,Total,15 to 19 years,RATE_PER_100000,3.22,,
462,Maldives,2019,Total,15 to 29 years,RATE_PER_100000,3.69,,
462,Maldives,2019,Total,25 to 34 years,RATE_PER_100000,3.76,,
807,North Macedonia,2019,Total,15 to 24 years,RATE_PER_100000,2.96,,
807,North Macedonia,2019,Total,45 to 54 years,RATE_PER_100000,12.38,,
807,North Macedonia,2019,Female,25 to 34 years,RATE_PER_100000,3.4,,
807,North Macedonia,2019,Female,45 to 54 years,RATE_PER_100000,4.49,,
807,North Macedonia,2019,Female,85 plus years,RATE_PER_100000,34.07,,
466,Mali,2019,Total,15 to 19 years,RATE_PER_100000,2.6,,
466,Mali,2019,Total,15 to 24 years,RATE_PER_100000,2.89,,
466,Mali,2019,Total,75 to 84 years,RATE_PER_100000,40.03,,
462,Maldives,2019,Total,30 to 49 years,RATE_PER_100000,2.62,,
462,Maldives,2019,Total,45 to 54 years,RATE_PER_100000,2.28,,
462,Maldives,2019,Female,15 to 19 years,RATE_PER_100000,1.21,,
462,Maldives,2019,Female,25 to 34 years,RATE_PER_100000,1.2,,
466,Mali,2019,Total,Total years,RATE_PER_100000,4.1,2.04,7.46
466,Mali,2019,Female,65 to 74 years,RATE_PER_100000,24.33,,
466,Mali,2019,Male,85 plus years,RATE_PER_100000,144.5,,
470,Malta,2019,Total,15 to 29 years,RATE_PER_100000,4.73,,
462,Maldives,2019,Female,30 to 49 years,RATE_PER_100000,0.7,,
462,Maldives,2019,Female,35 to 44 years,RATE_PER_100000,0.57,,
462,Maldives,2019,Male,15 to 29 years,RATE_PER_100000,4.66,,
462,Maldives,2019,Male,30 to 49 years,RATE_PER_100000,3.58,,
470,Malta,2019,Total,35 to 44 years,RATE_PER_100000,10.7,,
470,Malta,2019,Total,85 plus years,RATE_PER_100000,9.88,,
470,Malta,2019,Female,15 to 29 years,RATE_PER_100000,1.6,,
470,Malta,2019,Female,35 to 44 years,RATE_PER_100000,4.95,,
470,Malta,2019,Female,55 to 64 years,RATE_PER_100000,2.7,,
470,Malta,2019,Female,85 plus years,RATE_PER_100000,0,,
470,Malta,2019,Male,25 to 34 years,RATE_PER_100000,10.67,,
470,Malta,2019,Male,65 to 74 years,RATE_PER_100000,5.66,,
462,Maldives,2019,Male,35 to 44 years,RATE_PER_100000,2.81,,
462,Maldives,2019,Male,Total years,RATE_PER_100000,3.86,2.48,5.69
